label,message,length,has_url,has_number,exclamation_count,caps_ratio
0,"['yun', 'ah.the', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrow.call', '67441233', 'look', 'irene.ere', 'got', 'bus8,22,65,61,66,382', '.', 'ubi', 'cres', ',', 'ubi', 'tech', 'park.6ph', '1st', '5wkg', 'days.èn']",24,False,True,0,0.0125
0,"['it', '‘', '£6', 'get', ',', 'ok', '?']",7,False,True,0,0.03333333333333333
0,"['thanks', 'understanding', '.', 'i', ""'ve"", 'trying', 'tell', 'sura', '.']",9,False,False,0,0.03278688524590164
1,"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', '!', 'cant', 'guess', '?', 'call', '09058095107', 'now', 'revealed', '.', 'pobox', '7', ',', 's3xy', '150p']",22,False,True,1,0.11678832116788321
0,"['merry', 'christmas', 'u', 'annie', '!']",5,False,False,1,0.03225806451612903
0,"['ok', 'dear', '.', 'did', 'call', 'chechi']",6,False,False,0,0.05555555555555555
0,"['aight', 'well', 'keep', 'informed']",4,False,False,0,0.037037037037037035
0,"['yup', 'studying', 'surfing', 'lor', '.', 'i', ""'m"", 'e', 'lazy', 'mode', 'today', '.']",12,False,False,0,0.03389830508474576
0,"['no', 'way', 'i', ""'m"", 'going', 'back', '!']",7,False,False,1,0.07142857142857142
0,"['xy', 'trying', 'smth', '.', 'u', 'eat', 'already', '?', 'we', 'havent', '...']",11,False,False,0,0.06382978723404255
0,"['babes', 'i', 'think', 'i', 'got', 'ur', 'brolly', 'i', 'left', 'english', 'wil', 'bring', '2mrw', '4', 'u', 'luv', 'franxx']",17,False,True,0,0.06976744186046512
0,"['im', 'realy', 'soz', 'imat', 'my', 'mums', '2nite', 'what', 'about', '2moro']",10,False,True,0,0.7551020408163265
0,"['japanese', 'proverb', ':', 'if', 'one', 'can', ',', 'u', 'can', ',', 'if', 'none', 'can', ',', 'u', 'must', 'indian', 'version', ':', 'if', 'one', 'can', ',', 'let', 'him', 'do', '..', 'if', 'none', 'can', ',', 'leave', '!', '!', 'and', 'finally', 'kerala', 'version', ':', 'if', 'one', ',', 'stop', '..', 'if', 'none', ',', 'make', 'strike', '...']",50,False,False,2,0.11956521739130435
0,"['hope', 'ur', 'head', ""n't"", 'hurt', '2', 'much', '!', 'am', 'ploughing', 'way', 'pile', 'ironing', '!', 'staying', 'chinky', 'tonight', 'come', 'round', 'like', '.']",21,False,True,2,0.02158273381294964
0,"['well', 'watch', 'shrek', '3d', '!', '!', 'b', ')']",8,False,True,2,0.09090909090909091
0,"['lol', 'ok', '.', 'i', ""'ll"", 'snatch', 'purse', '.']",8,False,False,0,0.058823529411764705
0,"['1', 'cbe', '.', '2', 'chennai', '.']",6,False,True,0,0.0
0,"['babe', '?', 'you', 'said', '2', 'hour', ""'s"", 'almost', '4', '...', 'is', 'internet', '?']",13,False,True,0,0.0410958904109589
1,"['*', 'free', '*', 'polyphonic', 'ringtone', 'text', 'super', '87131', 'get', 'free', 'poly', 'tone', 'week', '!', '16', 'sn', 'pobox202', 'nr31', '7zs', 'subscription', '450pw']",21,False,True,1,0.3582089552238806
0,"['short', 'but', 'cute', ':', '``', 'be', 'good', 'person', ',', 'dont', 'try', 'prove', ""''"", '.....', 'gud', 'mrng', '...']",17,False,False,0,0.0641025641025641
0,"['come', 'aftr', '&', 'lt', ';', 'decimal', '&', 'gt', ';', '..', 'cleaning', 'house']",12,False,False,0,0.14545454545454545
0,"['when', 'big', '..', '|', 'god', 'bring', 'success', '.']",8,False,False,0,0.046511627906976744
0,"['also', 'tell', 'him', 'i', 'said', 'happy', 'birthday']",7,False,False,0,0.8285714285714286
0,"['*', 'thought', 'i', ""n't"", 'see', '.']",6,False,False,0,0.07407407407407407
1,"['welcome', 'select', ',', 'o2', 'service', 'added', 'benefit', '.', 'you', 'call', 'specially', 'trained', 'advisor', 'free', 'mobile', 'dialling', '402', '.']",18,False,True,0,0.05714285714285714
0,"['still', 'chance', '.', 'if', 'search', 'hard', 'get', '..', 'let', 'try', ':', ')']",12,False,False,0,0.0273972602739726
0,"['u', ""n't"", 'remember', 'old', 'commercial', '?']",6,False,False,0,0.02702702702702703
0,"['ok.', 'every', 'night', 'take', 'warm', 'bath', 'drink', 'cup', 'milk', ""'ll"", 'see', 'work', 'magic', '.', 'you', 'still', 'need', 'loose', 'weight', '.', 'just', 'know']",22,False,False,0,0.028985507246376812
0,"['fuck', 'cedar', 'key', 'fuck', '(', 'come', 'anyway', 'tho', ')']",9,False,False,0,0.02
0,"[',', ',', 'picking', 'various', 'point', '|', 'going', '2', 'yeovil', '|', 'motor', 'project', '4', '3', 'hour', '|', 'u', 'take', 'home', '.', '||', '12', '2', '5.30', 'max', '.', '||', 'very', 'easy']",29,False,True,0,0.005917159763313609
0,"['s.i', ""'m"", 'watching', 'live', '..']",5,False,False,0,0.037037037037037035
0,"['message', ':', 'text', 'missing', '*', 'sender', ':', 'name', 'missing', '*', '*', 'number', 'missing', '*', 'sent', ':', 'date', 'missing', '*', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsms.com']",28,False,False,0,0.06578947368421052
0,"['then', 'ü', 'ask', 'dad', 'pick', 'ü', 'lar', '...', 'ü', 'wan', '2', 'stay', '6', 'meh', '...']",15,False,True,0,0.03225806451612903
0,"['hey', ',', 'i', 'missed', 'tm', 'last', 'night', 'phone', 'charge', '...', '*', 'smile', '*', '...', 'i', 'meeting', 'friend', 'shortly']",18,False,False,0,0.02702702702702703
0,"['tmrw', '.', 'im', 'finishing', '9', 'door']",6,False,True,0,0.07692307692307693
0,"['dad', 'wanted', 'talk', 'apartment', 'i', 'got', 'late', 'start', ',', 'omw']",10,False,False,0,0.028985507246376812
0,"['s', '...', 'training', 'manual', 'show', 'tech', 'process', ':', ')', 'password', 'reset', 'troubleshooting', ':', ')']",14,False,False,0,0.008849557522123894
0,"['ha', '...', 'both', 'u', 'e', 'thing', '.', 'but', 'got', 'tv', '2', 'watch', '.', 'u', 'thk', '2', 'go', 'tonight', 'u', 'already', 'haf', 'smth', 'mind', '...']",24,False,True,0,0.032520325203252036
0,"['no', '.', 'it', ""'s"", 'pride', '.', 'i', ""'m"", 'almost', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'old', ""n't"", 'takin', 'money', 'kid', '.', 'you', ""'re"", 'supposed', 'deal', 'stuff', '.', 'this', 'grownup', 'stuff', '--', ""n't"", 'tell', '.']",36,False,False,0,0.026041666666666668
0,"['meeting', 'u', 'work', '.', '.', '.', 'tel', 'shall', 'work', 'tomorrow']",10,False,False,0,0.03076923076923077
0,"['so', 'wan', 'na', 'gym', '?']",5,False,False,0,0.04
0,"['that', ""'s"", 'way', 'stay', 'oh', '.']",6,False,False,0,0.029411764705882353
0,"['what', 'mean', 'come', 'chase', 'stated', 'watch', 'many', 'movie', 'want', '.']",10,False,False,0,0.008849557522123894
0,"['what', 'plan', 'pongal', '?']",4,False,False,0,0.038461538461538464
0,"['so', 'many', 'people', 'seems', 'special', 'first', 'sight', ',', 'but', 'remain', 'special', 'till', 'last', 'sight', '..', 'maintain', 'till', 'life', 'end', '..', 'sh', '!', 'jas']",23,False,False,1,0.02564102564102564
1,"['summers', 'finally', '!', 'fancy', 'chat', 'flirt', 'sexy', 'single', 'yr', 'area', '?', 'to', 'get', 'matched', 'reply', 'summer', '.', 'free', '2', 'join', '.', 'optout', 'txt', 'stop', 'help08714742804']",25,False,True,1,0.15723270440251572
1,"['ur', 'going', '2', 'bahamas', '!', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'of£2000', 'cash', '18+only', '.', 'to', 'opt', 'txt', 'x', '07786200117']",23,False,True,1,0.189873417721519
1,"['25p', '4', 'alfie', 'moon', ""'s"", 'children', 'need', 'song', 'ur', 'mob', '.', 'tell', 'ur', 'm8s', '.', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', ':', 'zed', '08701417012', 'profit', '2', 'charity', '.']",30,False,True,0,0.043478260869565216
0,"['so', 'let', 'make', 'saturday', 'monday', 'per', 'convenience', '.']",8,False,False,0,0.018518518518518517
1,"['double', 'min', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', '.', 'available', 'sony', ',', 'nokia', 'motorola', 'phone', '.', 'call', 'mobileupd8', '08000839402', 'call2optout/n9dx']",20,False,True,0,0.11409395973154363
0,"['havent', 'planning', 'buy', 'later', '.', 'i', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', '.', 'u', 'finish', 'work', 'already', '?']",20,False,True,0,0.028037383177570093
0,"['i', 'dont', 'know', 'come', 'ask', 'question', 'like', 'dont', 'mistake', '.']",10,False,False,0,0.010638297872340425
0,"['i', 'might', 'come', 'kerala', '2', 'days.so', 'prepared', 'take', 'leave', 'finalise', '.dont', 'plan', 'travel', 'visit.need', 'finish', 'urgent', 'work', '.']",18,False,True,0,0.0064516129032258064
1,"['dorothy', '@', 'kiefer.com', '(', 'bank', 'granite', 'issue', 'strong-buy', ')', 'explosive', 'pick', 'for', 'our', 'members', '*', '*', '*', '*', '*', 'up', 'over', '300', '%', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 'nasdaq', 'symbol', 'cdgt', 'that', '$', '5.00', 'per', '..']",42,False,True,0,0.28205128205128205
0,"['dear', 'friend', ',', 'sorry', 'late', 'information', '.', 'today', 'birthday', 'loving', 'ar.praveesh', '.', 'detail', 'log', 'face', 'book', 'see', '.', 'its', 'number', '+', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'dont', 'miss', 'delicious', 'treat', '.']",34,False,False,0,0.030303030303030304
0,"['ok', 'anyway', 'need', 'change', 'said']",5,False,False,0,0.021739130434782608
0,"['i', 'real', ',', 'baby', '!', 'i', 'want', 'bring', 'inner', 'tigress', '...']",11,False,False,1,0.034482758620689655
0,"['weightloss', '!', 'no', 'girl', 'friend', '.', 'make', 'load', 'money', 'ebay', 'something', '.', 'and', 'give', 'thanks', 'god', '.']",17,False,False,1,0.050505050505050504
0,"['may', 'b', 'approve', 'panalam', '...', 'post', '..']",7,False,False,0,0.01818181818181818
0,"['ü', 'ready', 'call', '...']",4,False,False,0,0.043478260869565216
0,"['beautiful', 'truth', 'gravity', '..', 'read', 'carefully', ':', '``', 'our', 'heart', 'feel', 'light', 'someone', '..', 'but', 'feel', 'heavy', 'someone', 'leaf', '..', ""''"", 'goodmorning']",22,False,False,0,0.10759493670886076
0,['okie'],1,False,False,0,0.25
0,"['if', 'hit', ',', 'move', ':', ')']",6,False,False,0,0.022727272727272728
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6,False,False,0,0.09090909090909091
0,"['haha', 'figure', ',', 'well', 'i', 'found', 'piece', 'priscilla', ""'s"", 'bowl']",10,False,False,0,0.03508771929824561
0,"['great', '.', 'never', 'better', '.', 'each', 'day', 'give', 'even', 'reason', 'thank', 'god']",12,False,False,0,0.056338028169014086
0,"['1apple/day=no', 'doctor', '.', '1tulsi', 'leaf/day=no', 'cancer', '.', '1lemon/day=no', 'fat', '.', '1cup', 'milk/day=no', 'bone', 'problms', '3', 'litres', 'watr/day=no', 'diseases', 'snd', 'th', '2', 'whom', 'u', 'care', '..', ':', '-', ')']",28,False,True,0,0.17532467532467533
0,"['can', '?']",2,False,False,0,0.1
0,"['good', 'evening', 'sir', ',', 'al', 'salam', 'wahleykkum.sharing', 'happy', 'news.by', 'grace', 'god', ',', 'got', 'offer', 'tayseer', ',', 'tissco', 'joined.hope', 'fine.inshah', 'allah', ',', 'meet', 'sometime.rakhesh', ',', 'visitor', 'india', '.']",27,False,False,0,0.09313725490196079
0,"['what', 'time', '.', 'i', '‘', 'prob', '3']",7,False,True,0,0.05405405405405406
0,"['thanks', ',', 'i', ""'ll"", 'keep', 'mind']",6,False,False,0,0.06666666666666667
0,"['that', '‘', 'thing', 'ape', ',', 'u', 'fight', 'death', 'keep', 'something', ',', 'minute', 'u', 'let', 'go', ',', 'thats', '!']",18,False,False,1,0.008064516129032258
0,"['still', 'customer', 'place']",3,False,False,0,0.043478260869565216
0,"['men', 'like', 'shorter', 'lady', '.', 'gaze', 'eye', '.']",8,False,False,0,0.0425531914893617
0,"['ok', '...', 'thanx', '...', 'gd', 'nite', '2', 'ü', '...']",9,False,True,0,0.09090909090909091
0,"['gd', 'luck', '4', 'ur', 'exam', ':', '-', ')']",8,False,True,0,0.045454545454545456
0,"['dun', 'b', 'sad', '..', 'it', ""'s"", '..', 'dun', 'thk', 'abt', 'already', '.', 'concentrate', 'ur', 'paper', 'k', '.']",17,False,False,0,0.04938271604938271
1,"['u', 'nokia', '6230', 'plus', 'free', 'digital', 'camera', '.', 'this', 'u', 'get', 'u', 'win', 'free', 'auction', '.', 'to', 'take', 'part', 'send', 'nokia', '83383', '.', 'pobox114/14tcr/w1', '16']",25,False,True,0,0.13291139240506328
0,"['yep', ',', 'pretty', 'sculpture']",4,False,False,0,0.03571428571428571
0,"['hi', 'chachi', 'tried', 'calling', 'u', 'unable', 'reach', 'u', '..', 'pl', 'give', 'missed', 'cal', 'u', 'c', 'tiz', 'msg', 'kanagu']",18,False,False,0,0.04040404040404041
0,"['i', ""'m"", 'fine', '.', 'hope', 'also']",6,False,False,0,0.07407407407407407
0,"['once', 'free', 'call', 'sir', '.', 'i', 'waiting', '.']",8,False,False,0,0.045454545454545456
0,"['not', 'getting', 'anywhere', 'damn', 'job', 'hunting', '!']",7,False,False,1,0.017241379310344827
0,"['turns', 'friend', 'staying', 'whole', 'show', 'wo', ""n't"", 'back', 'til', '~', '&', 'lt', ';', '#', '&', 'gt', ';', ',', 'feel', 'free', 'go', 'ahead', 'smoke', '$', '&', 'lt', ';', '#', '&', 'gt', ';', 'worth']",32,False,False,0,0.00684931506849315
0,"['thats', 'cool', '.', 'i', 'want', 'please', '...']",7,False,False,0,0.05714285714285714
0,"['hi', '.', 'birth', '8lb', '7oz', '.', 'mother', 'baby', 'brilliantly', '.']",10,False,True,0,0.024691358024691357
0,"['i', 'get', 'home']",3,False,False,0,0.045454545454545456
1,"['buy', 'space', 'invaders', '4', 'chance', '2', 'win', 'orig', 'arcade', 'game', 'console', '.', 'press', '0', 'games', 'arcade', '(', 'std', 'wap', 'charge', ')', 'see', 'o2.co.uk/games', '4', 'terms', '+', 'setting', '.', 'no', 'purchase']",30,False,True,0,0.09090909090909091
0,"['yunny', ""'m"", 'walking', 'citylink', 'ü', 'faster', 'come', '...', 'me', 'hungry', '...']",11,False,False,0,0.0273972602739726
1,"['gent', '!', 'we', 'trying', 'contact', '.', 'last', 'weekend', 'draw', 'show', '£1000', 'prize', 'guaranteed', '.', 'call', '09064012160', '.', 'claim', 'code', 'k52', '.', 'valid', '12hrs', '.', '150ppm']",25,False,True,1,0.13291139240506328
0,"['what', 'told', 'tell', '.', 'stupid', 'hear', 'wont', 'tell', 'anything', '.', 'you', 'dad', 'called', 'brother', 'spoken', '.', 'not', '.']",18,False,False,0,0.031496062992125984
0,"['wat', 'happened', 'cruise', 'thing']",4,False,False,0,0.03125
0,"['oh', 'yeah', '!', 'and', 'diet', 'flew', 'window']",7,False,False,1,0.044444444444444446
0,"['bishan', 'lar', 'nearer', '...', 'no', 'need', 'buy', 'early', 'co', 'buy', 'got', 'ta', 'park', 'car', '...']",15,False,False,0,0.02531645569620253
0,"['well', 'general', 'price', '&', 'lt', ';', '#', '&', 'gt', ';', '/oz', ',', 'let', 'know', 'if/when/how', 'much', 'want']",17,False,False,0,0.012658227848101266
1,"['you', 'guaranteed', '£200', 'award', 'even', '£1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', '08000407165', '(', '18+', ')', '2', 'stop', 'getstop', '88222', 'php']",21,False,True,0,0.04580152671755725
0,"['u', 'r', 'the', 'most', 'beautiful', 'girl', 'ive', 'ever', 'seen', '.', 'u', 'r', 'my', 'baby', 'come', 'and', 'c', 'me', 'in', 'the', 'common', 'room']",22,False,False,0,0.7586206896551724
0,"['be', 'sure', 'check', 'yahoo', 'email', '.', 'we', 'sent', 'photo', 'yesterday']",10,False,False,0,0.03389830508474576
0,"['honey', 'boo', 'i', ""'m"", 'missing', 'u', '.']",7,False,False,0,0.08333333333333333
0,"['dunno', 'dat', ""'s"", 'wat', 'told', '.', 'ok', 'lor', '...']",9,False,False,0,0.05405405405405406
0,"['love', ""n't"", 'decision', ',', ""'s"", 'feeling', '.', 'if', 'could', 'decide', 'love', ',', ',', 'life', 'would', 'much', 'simpler', ',', 'less', 'magical']",20,False,False,0,0.015873015873015872
0,"['okay', 'lor', '...', 'wah', '...', 'like', 'def', 'wont', 'let', 'u', 'go', '...', 'haha', '...', 'what', 'say', 'term', 'condition', '?']",19,False,False,0,0.03636363636363636
0,"['i', 'thank', 'much', 'selflessness', '.', 'i', 'love', 'plenty', '.']",9,False,False,0,0.027777777777777776
0,"['dear', 'angry', 'busy', 'dear']",4,False,False,0,0.029411764705882353
0,"['i', ""'m"", 'meeting', ',', 'call', 'later']",6,False,False,0,0.029411764705882353
0,"['still', 'checked', 'da', '.', '.', '.']",6,False,False,0,0.02857142857142857
0,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",6,False,False,0,0.03571428571428571
0,"['feb', '&', 'lt', ';', '#', '&', 'gt', ';', '``', 'i', 'love', 'u', ""''"", 'day', '.', 'send', 'dis', 'ur', '``', 'valued', 'frnds', ""''"", 'evn', '.', 'if', '3', 'come', 'back', 'u', ""'ll"", 'gt', 'married', 'person', 'u', 'luv', '!', 'if', 'u', 'ignore', 'dis', 'u', 'lose', 'ur', 'luv', '4', 'evr']",46,False,True,1,0.13333333333333333
1,"['i', ""n't"", 'know', 'u', 'u', ""n't"", 'know', '.', 'send', 'chat', '86688', 'let', ""'s"", 'find', '!', 'only', '150p/msg', 'rcvd', '.', 'hg/suite342/2lands/row/w1j6hl', 'ldn', '.', '18', 'year', '.']",25,False,True,1,0.12658227848101267
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u-find', 'r', '*', 'reveal', 'think', 'ur', 'special-call', '09058094599']",15,False,True,0,0.03787878787878788
0,"['yup', ',', 'need', '.', 'i', ""'ll"", 'jus', 'wait', '4', 'e', 'rain', '2', 'stop', '.']",14,False,True,0,0.045454545454545456
0,"['depends', 'u', 'going', 'lor', '.']",5,False,False,0,0.034482758620689655
0,"['she', ""'s"", 'good', '.', 'how', '.', 'where', 'r', 'u', 'working']",10,False,False,0,0.06521739130434782
0,"['sir', ',', 'waiting', 'mail', '.']",5,False,False,0,0.07407407407407407
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6,False,False,0,0.09090909090909091
0,"['friendship', 'game', 'play', ',', 'it', 'word', 'say', ',', 'it', ""doesn\\'t"", 'start', 'march', 'end', 'may', ',', 'it', 'tomorrow', ',', 'yesterday', ',', 'today', 'e']",22,False,False,0,0.0425531914893617
0,"['ok', 'lor', '...']",3,False,False,0,0.1111111111111111
0,"['later', 'guess', '.', 'i', 'needa', 'mcat', 'study', '.']",8,False,False,0,0.04878048780487805
1,"['smsservices', '.', 'yourinclusive', 'text', 'credit', ',', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscribe', 'stop', ',', 'extra', 'charge', '.', 'help', '08702840625.comuk', '.', '220-cm2', '9ae']",22,False,True,0,0.15384615384615385
0,"['i', 'wanted', 'wish', 'happy', 'new', 'year', 'i', 'wanted', 'talk', 'legal', 'advice', 'gary', 'i', 'split', 'person', '.', 'i', ""'ll"", 'make', 'trip', 'ptbo', '.', 'i', 'hope', 'everything', 'good', 'babe', 'i', 'love', 'ya', ':', ')']",32,False,False,0,0.048034934497816595
1,"['tbs/persolvo', '.', 'chasing', 'u', 'since', 'sept', 'for£38', 'definitely', 'paying', 'thanks', 'information', '.', 'we', 'ignore', '.', 'kath', '.', 'manchester', '.']",19,False,True,0,0.10714285714285714
0,"['or', 'ill', 'little', 'closer', 'like', 'bus', 'stop', 'street']",8,False,False,0,0.015384615384615385
